timestamp_s,can_id_hex,dlc,data_hex,signals_json
1778828501.169,0x300,8,02 5E B8 3F C8 92 71 00,temp=42.00
1778828501.252,0x100,8,00 CB 9B 37 FA 1B E9 B8,speed=0.00
1778828501.352,0x200,8,15 48 A6 59 27 76 8C 3D,fuel=72.00
1778828501.441,0x300,8,02 08 55 C0 54 BA 7E 10,temp=42.00
1778828501.536,0x100,8,00 DD B7 9F 17 01 22 AD,speed=0.00
1778828501.636,0x200,8,57 48 58 B8 E3 9A 65 B7,fuel=72.00
1778828501.723,0x300,8,02 5A B6 6B 63 06 C9 8E,temp=42.00
1778828501.819,0x100,8,00 09 63 71 12 48 59 CB,speed=0.00
1778828501.930,0x200,8,AA 48 54 1B 26 C7 81 B7,fuel=72.00
1778828502.035,0x300,8,02 5C 02 49 EF 05 E7 B9,temp=42.00
1778828502.104,0x100,8,00 4A F8 E7 10 E3 30 E0,speed=0.00
1778828502.214,0x200,8,90 48 B2 5C 13 6F 66 48,fuel=72.00
1778828502.286,0x300,8,02 7A F6 DE 17 86 94 15,temp=42.00
1778828502.386,0x100,8,00 23 E1 7E EA 4C BB 8A,speed=0.00
1778828502.469,0x200,8,06 48 E9 40 AC F0 DC 78,fuel=72.00
1778828502.566,0x300,8,02 D8 70 15 4C 32 2D A8,temp=42.00
1778828502.669,0x100,8,00 C8 02 2C 83 48 BD 70,speed=0.00
1778828502.753,0x200,8,14 48 36 9E 46 09 E8 71,fuel=72.00
1778828502.852,0x300,8,02 96 E6 34 58 1D 81 E9,temp=42.00
1778828502.939,0x100,8,00 22 9C 7E F4 14 E2 54,speed=0.00
1778828503.030,0x200,8,6E 48 07 E3 B3 8F 30 30,fuel=72.00
1778828503.136,0x300,8,02 06 B6 07 34 68 FA B1,temp=42.00
1778828503.219,0x100,8,00 93 E3 43 81 F3 68 17,speed=0.00
1778828503.318,0x200,8,B6 48 24 9B 30 3F 04 DC,fuel=72.00
1778828503.418,0x300,8,02 33 9C C3 C9 F4 EE 85,temp=42.00
1778828503.502,0x100,8,00 8E 0F BF E7 89 99 7E,speed=0.00
1778828503.602,0x200,8,DC 48 9A 2C 09 74 52 B3,fuel=72.00
1778828503.692,0x300,8,02 5E F6 0D 19 F2 49 D4,temp=42.00
1778828503.785,0x100,8,00 5F 6C BD F3 4A BA A6,speed=0.00
1778828503.886,0x200,8,90 48 8A 98 95 1B AA 79,fuel=72.00
1778828503.969,0x300,8,02 73 0D 97 A4 1C 97 E1,temp=42.00
1778828504.063,0x100,8,00 D2 1C CD B1 99 6E B6,speed=0.00
1778828504.169,0x200,8,C3 48 B7 87 C5 00 8E CE,fuel=72.00
1778828504.253,0x300,8,02 FA 61 08 B3 91 30 08,temp=42.00
1778828504.351,0x100,8,00 10 7F 5C 2D 81 8C 6F,speed=0.00
1778828504.443,0x200,8,5C 48 59 E2 46 7A 6D 28,fuel=72.00
1778828504.536,0x300,8,02 A0 71 77 44 D9 09 C0,temp=42.00
1778828504.635,0x100,8,00 7E 43 86 CC 49 DE CA,speed=0.00
1778828504.718,0x200,8,3F 48 74 E5 B4 72 FD 3D,fuel=72.00
