timestamp_s,can_id_hex,dlc,data_hex,signals_json
1779337641.744,0x100,8,00 F8 AB 81 45 E5 B8 29,speed=0.00
1779337641.823,0x200,8,8F 64 5D 2C 40 0B C0 96,fuel=100.00
1779337641.897,0x300,8,02 A2 56 E2 4B B0 E8 5F,temp=42.00
1779337641.992,0x100,8,00 E9 F2 55 52 64 8B A1,speed=0.00
1779337642.087,0x200,8,1B 64 3F A5 AA 8E 73 7B,fuel=100.00
1779337642.184,0x300,8,02 AF 1F 7A 5E 71 8A 99,temp=42.00
1779337642.275,0x100,8,00 1A B5 F5 98 70 A7 04,speed=0.00
1779337642.366,0x200,8,DA 64 35 53 EC 2E D7 CF,fuel=100.00
1779337642.461,0x300,8,02 3E 83 87 E2 84 C7 20,temp=42.00
1779337642.555,0x100,8,00 69 86 BF 68 CF 1D 41,speed=0.00
1779337642.666,0x200,8,63 64 13 2F ED 42 D8 EF,fuel=100.00
1779337642.744,0x300,8,02 01 67 80 40 3D F3 63,temp=42.00
1779337642.839,0x100,8,00 E7 A1 30 36 43 84 5A,speed=0.00
1779337642.932,0x200,8,4A 64 84 E6 2D 85 27 66,fuel=100.00
1779337643.022,0x300,8,02 6A 16 47 31 9F FB 12,temp=42.00
1779337643.117,0x100,8,00 3C AE FD 35 16 5B 7D,speed=0.00
1779337643.209,0x200,8,74 64 32 0C 7C 40 5C 52,fuel=100.00
1779337643.303,0x300,8,02 30 D1 64 CF DE A8 6F,temp=42.00
1779337643.400,0x100,8,00 CE 2C 33 A8 15 E5 92,speed=0.00
1779337643.493,0x200,8,69 64 3B E6 2E F5 43 F0,fuel=100.00
1779337643.585,0x300,8,02 E8 20 26 2C 5B 70 60,temp=42.00
1779337643.679,0x100,8,00 8D DA DD 2C D0 05 74,speed=0.00
1779337643.772,0x200,8,50 64 E9 DC EA 0A 1D BE,fuel=100.00
1779337643.870,0x300,8,02 EC 92 3B 85 3C F0 91,temp=42.00
1779337643.961,0x100,8,00 5B BE 77 C8 EF DC 20,speed=0.00
1779337644.056,0x200,8,86 64 2A 79 55 02 2E 45,fuel=100.00
1779337644.152,0x300,8,02 23 D8 79 A4 8D D5 A4,temp=42.00
1779337644.248,0x100,8,00 90 75 69 A9 7E 9D 3E,speed=0.00
1779337644.334,0x200,8,3F 64 26 82 A9 F4 BF A6,fuel=100.00
1779337644.430,0x300,8,02 08 B3 BA 0B 00 4E 8A,temp=42.00
1779337644.526,0x100,8,00 CF B3 78 33 7B 6D 84,speed=0.00
1779337644.616,0x200,8,86 64 58 23 8D FD CC E4,fuel=100.00
1779337644.712,0x300,8,02 6A DD EE 1C 38 2D 5E,temp=42.00
1779337644.807,0x100,8,00 14 4D 27 09 47 D8 B0,speed=0.00
1779337644.903,0x200,8,90 64 AF C3 86 4A D2 9C,fuel=100.00
1779337644.992,0x300,8,02 BA 3F 0A F7 28 20 A2,temp=42.00
1779337645.086,0x100,8,00 BE 58 1C 31 DF 72 49,speed=0.00
1779337645.179,0x200,8,D3 64 63 CE F2 6D 31 E9,fuel=100.00
1779337645.272,0x300,8,02 63 F6 79 92 BA 0C 9E,temp=42.00
1779337645.368,0x100,8,00 4B E2 27 5C D9 DE F4,speed=0.00
1779337645.461,0x200,8,40 64 E3 21 95 13 EF C3,fuel=100.00
1779337645.560,0x300,8,02 3E DF 23 18 8D A5 3D,temp=42.00
1779337645.650,0x100,8,00 D9 AC 3A 44 CC 7B 56,speed=0.00
1779337645.742,0x200,8,C8 64 9D 4D 26 6B 9A F3,fuel=100.00
1779337645.837,0x300,8,02 73 09 AF 0A B4 91 30,temp=42.00
1779337645.928,0x100,8,00 F8 2F 0E 9E F0 0A 69,speed=0.00
1779337646.024,0x200,8,1F 64 72 6B 8D A8 24 FE,fuel=100.00
1779337646.119,0x300,8,02 40 9C B0 9D FD 61 62,temp=42.00
1779337646.270,0x100,8,00 1A D6 81 04 BA BA EA,speed=0.00
1779337646.311,0x200,8,66 64 DA 1A 7C 62 45 92,fuel=100.00
1779337646.398,0x300,8,02 07 BB 8C 3D E6 0A A0,temp=42.00
1779337646.494,0x100,8,00 4C 3D 55 E0 29 45 4B,speed=0.00
1779337646.584,0x200,8,BE 64 46 20 51 F5 E0 D2,fuel=100.00
1779337646.679,0x300,8,02 A6 D5 D3 D0 79 4A C7,temp=42.00
1779337646.776,0x100,8,00 F5 D6 4A 02 79 A9 D1,speed=0.00
1779337646.871,0x200,8,63 64 91 D0 F9 3E 70 97,fuel=100.00
1779337646.968,0x300,8,02 CB 37 DE 66 FA 1D B6,temp=42.00
1779337647.054,0x100,8,00 10 40 DB 33 36 A3 FC,speed=0.00
1779337647.150,0x200,8,D7 64 56 46 3E 12 47 46,fuel=100.00
1779337647.240,0x300,8,02 3E 11 62 80 58 8C 9B,temp=42.00
1779337647.335,0x100,8,00 27 58 26 9E 35 90 84,speed=0.00
1779337647.432,0x200,8,56 64 6D 2B 19 D1 34 9D,fuel=100.00
1779337647.528,0x300,8,02 8C C3 C3 41 E0 24 84,temp=42.00
1779337647.624,0x100,8,00 2A 27 12 23 E8 F5 72,speed=0.00
1779337647.709,0x200,8,16 64 BC CD 32 9C FE 24,fuel=100.00
1779337647.806,0x300,8,02 67 6E FF 3E 80 40 7E,temp=42.00
1779337647.898,0x100,8,00 FE CF AF B5 1C 54 D8,speed=0.00
1779337647.992,0x200,8,A8 64 7E C0 54 7C B2 7A,fuel=100.00
1779337648.088,0x300,8,02 94 C3 7A 3D 9D 27 23,temp=42.00
1779337648.183,0x100,8,00 40 2C 74 F4 71 37 36,speed=0.00
1779337648.279,0x200,8,12 64 DD 73 4C E4 59 06,fuel=100.00
1779337648.366,0x300,8,02 CC 60 B2 61 5F A0 97,temp=42.00
1779337648.461,0x100,8,00 C0 CE 84 E0 DC 39 8C,speed=0.00
1779337648.559,0x200,8,93 64 14 11 A9 F3 3A 57,fuel=100.00
1779337648.648,0x300,8,02 84 2A 06 F2 03 2A B0,temp=42.00
1779337648.744,0x100,8,00 A2 56 F9 73 3B D1 FA,speed=0.00
1779337648.840,0x200,8,5D 64 DD 87 3C 68 27 FA,fuel=100.00
1779337648.937,0x300,8,02 D9 35 47 29 5D AF D4,temp=42.00
1779337649.022,0x100,8,00 D4 88 05 FB 81 94 24,speed=0.00
