timestamp_s,can_id_hex,dlc,data_hex,signals_json
1779089135.769,0x300,8,11 17 33 90 13 61 2F 58,temp=57.00
1779089135.857,0x100,8,15 A9 5A C5 13 F1 32 9C,speed=21.00
1779089135.974,0x200,8,43 64 E8 95 4A 61 0B B2,fuel=100.00
1779089136.074,0x300,8,11 8D 08 9D 4C 36 61 D5,temp=57.00
1779089136.145,0x100,8,15 EC 8F E8 E1 1B 6F 1D,speed=21.00
1779089136.267,0x200,8,42 64 CC 75 E1 59 52 70,fuel=100.00
1779089136.336,0x300,8,11 CB 99 58 26 92 32 EF,temp=57.00
1779089136.426,0x100,8,15 DA 60 FF A5 04 E5 5E,speed=21.00
1779089136.519,0x200,8,B2 64 4E 6E 9B 8B 2A 94,fuel=100.00
1779089136.625,0x300,8,11 84 3E DB 86 F2 4A 44,temp=57.00
1779089136.695,0x100,8,15 02 54 7A 74 E6 61 84,speed=21.00
1779089136.801,0x200,8,B9 64 55 DF BA 4D B9 C2,fuel=100.00
1779089136.892,0x300,8,11 05 AA D8 BF B3 58 F4,temp=57.00
1779089137.000,0x100,8,15 B8 EF C8 52 98 1F 6D,speed=21.00
1779089137.081,0x200,8,E9 64 CF 76 5C B9 FC 67,fuel=100.00
1779089137.179,0x300,8,11 17 72 2B 4E 25 20 34,temp=57.00
1779089137.265,0x100,8,15 24 5F 82 FB 5B 5D 30,speed=21.00
1779089137.369,0x200,8,D5 64 CD BA DB 3C 3F FB,fuel=100.00
1779089137.445,0x300,8,11 5F 1B 6B 58 C7 85 D9,temp=57.00
1779089137.553,0x100,8,15 C1 2D A5 EA 58 DE 94,speed=21.00
1779089137.649,0x200,8,37 64 B6 11 C0 D2 04 6F,fuel=100.00
1779089137.738,0x300,8,11 46 F9 B2 EB 3E 7A 93,temp=57.00
1779089137.835,0x100,8,15 49 B4 E6 94 23 E1 3B,speed=21.00
1779089137.923,0x200,8,59 64 86 9D F0 34 08 F1,fuel=100.00
1779089138.014,0x300,8,11 21 45 5B 5C F6 6B 91,temp=57.00
1779089138.113,0x100,8,15 03 1B 53 79 95 AD A0,speed=21.00
1779089138.199,0x200,8,14 64 21 AE CE 22 82 60,fuel=100.00
1779089138.341,0x300,8,11 E7 5C 7D 5A 6E 11 38,temp=57.00
1779089138.395,0x100,8,15 97 5F 7A F6 03 70 4A,speed=21.00
1779089138.477,0x200,8,AD 64 9A 11 81 8E BD AE,fuel=100.00
1779089138.572,0x300,8,11 A9 B6 1F 13 5B 7A 59,temp=57.00
1779089138.669,0x100,8,15 0F 6E 89 E2 33 2A D9,speed=21.00
1779089138.770,0x200,8,3B 64 B8 02 32 D7 86 B6,fuel=100.00
1779089138.869,0x300,8,11 9D D1 56 C2 E0 80 D5,temp=57.00
1779089138.964,0x100,8,15 0F D5 C2 DF D8 34 8D,speed=21.00
1779089139.063,0x200,8,85 64 42 18 EF 57 E4 B3,fuel=100.00
1779089139.138,0x300,8,11 2A E6 5C 4E C4 DC BE,temp=57.00
1779089139.246,0x100,8,15 74 16 1F A0 00 48 16,speed=21.00
1779089139.336,0x200,8,98 64 E5 20 D6 AF E8 19,fuel=100.00
1779089139.443,0x300,8,11 68 66 FA A6 DA 9D 67,temp=57.00
1779089139.513,0x100,8,15 4E B7 5A EE 7C D4 B2,speed=21.00
1779089139.614,0x200,8,F0 64 77 73 4A B2 F4 A5,fuel=100.00
1779089139.711,0x300,8,11 98 D0 8F 06 4B E5 8E,temp=57.00
1779089139.802,0x100,8,15 8D 37 33 BF 6A 1C FD,speed=21.00
1779089139.896,0x200,8,82 64 70 26 1D 3C 65 90,fuel=100.00
1779089139.989,0x300,8,11 1C 16 76 DA 17 DE D5,temp=57.00
1779089140.081,0x100,8,15 C1 2E 95 DA C7 83 89,speed=21.00
1779089140.193,0x200,8,75 64 DF C4 4C B4 96 8F,fuel=100.00
1779089140.274,0x300,8,11 DE 0A 86 07 6F 18 33,temp=57.00
1779089140.414,0x100,8,15 1F 3D 7C C2 9A 9B AF,speed=21.00
1779089140.473,0x200,8,E8 64 2E E6 AF 38 D1 4C,fuel=100.00
1779089140.578,0x300,8,11 56 4C AD F9 0C FA 7B,temp=57.00
1779089140.655,0x100,8,15 D0 C4 42 CA CA 9C 3B,speed=21.00
1779089140.750,0x200,8,ED 64 0D 61 0E B8 E9 3E,fuel=100.00
1779089140.850,0x300,8,11 7A 9C F5 0C 5B DE 37,temp=57.00
1779089140.943,0x100,8,15 55 65 01 70 53 53 33,speed=21.00
1779089141.037,0x200,8,26 64 EF 6C E0 5E 49 B9,fuel=100.00
1779089141.145,0x300,8,11 BB 91 64 39 2E 4E 3E,temp=57.00
1779089141.217,0x100,8,15 94 3D 07 78 B5 63 DD,speed=21.00
1779089141.318,0x200,8,15 64 A0 F3 00 DB 30 03,fuel=100.00
1779089141.411,0x300,8,11 F9 22 11 CF 9E F3 AE,temp=57.00
1779089141.523,0x100,8,15 2A E0 E8 E3 38 CD EB,speed=21.00
1779089141.598,0x200,8,D5 64 AF 54 98 AF F1 3F,fuel=100.00
1779089141.711,0x300,8,11 E0 D0 EE D7 81 DE 4F,temp=57.00
1779089141.777,0x100,8,15 B4 C7 76 97 58 FD 90,speed=21.00
1779089141.907,0x200,8,E5 64 04 8D C7 19 27 2E,fuel=100.00
1779089141.969,0x300,8,11 3D BB E2 80 31 B0 BA,temp=57.00
1779089142.072,0x100,8,15 2A F6 14 B5 FD 1A C9,speed=21.00
1779089142.161,0x200,8,69 64 E5 C1 2D EE C1 2F,fuel=100.00
1779089142.245,0x300,8,11 3E EF 1C A8 D2 0E 85,temp=57.00
1779089142.389,0x100,8,15 17 D1 84 8B 8C 95 AC,speed=21.00
1779089142.459,0x200,8,F8 64 6E FA 2A 8E 0A 4A,fuel=100.00
1779089142.572,0x300,8,11 6E 20 36 A8 EC 72 84,temp=57.00
1779089142.621,0x100,8,15 80 68 11 E8 04 0A 64,speed=21.00
1779089142.740,0x200,8,BB 64 5A 7D B6 B1 DE 54,fuel=100.00
1779089142.828,0x300,8,11 85 D0 7E 03 84 9F DB,temp=57.00
1779089142.914,0x100,8,15 F3 56 0C 88 E3 00 6B,speed=21.00
1779089143.010,0x200,8,47 64 F8 0C A4 D2 D0 13,fuel=100.00
