timestamp_s,can_id_hex,dlc,data_hex,signals_json
1779122652.683,0x300,8,11 9C 60 C2 1B 4B 0C 97,temp=57.00
1779122652.760,0x100,8,15 1C 89 EE D5 D6 CD F5,speed=21.00
1779122652.853,0x200,8,4A 64 FB 23 1D 0F 82 0D,fuel=100.00
1779122652.919,0x300,8,11 54 25 A6 70 F7 B6 EA,temp=57.00
1779122653.040,0x100,8,15 DE AE C8 50 51 23 12,speed=21.00
1779122653.163,0x200,8,2C 64 8D C4 2A C3 EC 88,fuel=100.00
1779122653.227,0x300,8,11 17 C1 D4 33 DC B5 7D,temp=57.00
1779122653.349,0x100,8,15 85 02 9A 2C B7 CF 4B,speed=21.00
1779122653.429,0x200,8,D0 64 77 B3 C1 A6 58 C2,fuel=100.00
1779122653.492,0x300,8,11 CE 3F F6 51 92 F8 1D,temp=57.00
1779122653.615,0x100,8,15 4E 51 D8 79 04 B1 4B,speed=21.00
1779122653.681,0x200,8,11 64 22 31 CA 9A DD 1A,fuel=100.00
1779122653.801,0x300,8,11 D6 E1 B1 7F 30 C2 53,temp=57.00
1779122653.864,0x100,8,15 BC 1D CD 00 A1 E1 83,speed=21.00
1779122653.973,0x200,8,CF 64 8C 9C F6 6F BA 6F,fuel=100.00
1779122654.051,0x300,8,11 97 88 39 46 9A A9 CB,temp=57.00
1779122654.186,0x100,8,15 EA 78 89 F5 32 79 15,speed=21.00
1779122654.251,0x200,8,BC 64 AF 14 F4 12 B6 97,fuel=100.00
1779122654.372,0x300,8,11 43 C3 FA 04 93 0A E0,temp=57.00
1779122654.437,0x100,8,15 91 E0 D0 B8 83 93 FD,speed=21.00
1779122654.559,0x200,8,FF 64 BB CF F7 E5 E6 DE,fuel=100.00
1779122654.637,0x300,8,11 0B EA 78 FA B1 43 39,temp=57.00
1779122654.744,0x100,8,15 D8 8E E1 AC B6 DD EE,speed=21.00
1779122654.810,0x200,8,C3 64 B5 5A 39 A6 29 56,fuel=100.00
1779122654.933,0x300,8,11 4D 0F 9B AF 75 0F 39,temp=57.00
1779122655.000,0x100,8,15 72 2D E0 ED A7 FE 26,speed=21.00
1779122655.133,0x200,8,98 64 E7 00 0E D4 FB 54,fuel=100.00
1779122655.199,0x300,8,11 C8 31 2E 8E 4C 56 50,temp=57.00
1779122655.260,0x100,8,15 BE CD 50 8F 77 D0 85,speed=21.00
1779122655.382,0x200,8,A7 64 28 1F 72 02 07 2A,fuel=100.00
1779122655.506,0x300,8,11 39 24 10 01 BD 9D BD,temp=57.00
1779122655.570,0x100,8,15 D5 99 D4 4C 3E 55 9F,speed=21.00
1779122655.691,0x200,8,28 64 77 E0 D7 6C 1C 6C,fuel=100.00
1779122655.755,0x300,8,11 DB 37 8D 6A 63 FD 58,temp=57.00
1779122655.834,0x100,8,15 E7 81 6B EE 8E CD 7E,speed=21.00
1779122655.957,0x200,8,CF 64 CD A7 B5 51 65 D0,fuel=100.00
1779122656.022,0x300,8,11 27 CB E3 65 F6 77 3F,temp=57.00
1779122656.144,0x100,8,15 86 EE 7D C3 10 00 04,speed=21.00
1779122656.211,0x200,8,AD 64 BE E0 8B E2 65 65,fuel=100.00
1779122656.331,0x300,8,11 5A CF 80 DF 57 3E 7A,temp=57.00
1779122656.394,0x100,8,15 44 E5 AF AD B9 7C A1,speed=21.00
1779122656.519,0x200,8,1D 64 4D 74 49 47 95 79,fuel=100.00
1779122656.583,0x300,8,11 25 9C F2 C1 3E 2E 0E,temp=57.00
