timestamp_s,can_id_hex,dlc,data_hex,signals_json
1779164513.473,0x100,8,00 E9 DD 55 F4 83 AE 87,speed=0.00
1779164513.493,0x200,8,11 64 F7 65 19 16 35 E3,fuel=100.00
1779164513.589,0x300,8,02 B9 61 D2 CF 0B 3A 57,temp=42.00
1779164513.681,0x100,8,00 81 E6 F3 26 38 57 9E,speed=0.00
1779164513.777,0x200,8,34 64 16 A0 CB 68 54 59,fuel=100.00
1779164513.868,0x300,8,02 4B E8 1B EE BE 03 6B,temp=42.00
1779164513.963,0x100,8,00 25 12 80 96 EA 54 DD,speed=0.00
1779164514.144,0x200,8,D4 64 03 2E FF F8 D7 57,fuel=100.00
1779164514.175,0x300,8,02 EA FD AA 77 D7 21 54,temp=42.00
1779164514.245,0x100,8,00 C3 9E 7D A2 35 63 74,speed=0.00
1779164514.339,0x200,8,37 64 DC 8A 58 67 3E 98,fuel=100.00
1779164514.430,0x300,8,02 54 51 AB 26 D0 9F 29,temp=42.00
1779164514.528,0x100,8,00 95 FF 84 B5 38 FC D4,speed=0.00
1779164514.622,0x200,8,90 64 0D 6A 21 AA 79 DF,fuel=100.00
1779164514.717,0x300,8,02 16 35 F0 61 D2 7D 39,temp=42.00
1779164514.811,0x100,8,00 63 C6 61 54 C1 E0 BC,speed=0.00
1779164514.962,0x200,8,43 64 7F 0C 76 BF D9 98,fuel=100.00
1779164515.008,0x300,8,02 B1 1D 0D D9 DC F2 EE,temp=42.00
1779164515.091,0x100,8,00 B5 7C E9 37 60 16 3C,speed=0.00
1779164515.182,0x200,8,73 64 88 6A BC AB 93 BF,fuel=100.00
1779164515.274,0x300,8,02 F3 10 67 71 DA AD F0,temp=42.00
1779164515.375,0x100,8,00 7A 61 C9 48 5B F5 9E,speed=0.00
1779164515.465,0x200,8,C4 64 F1 4E 79 CB AC DB,fuel=100.00
1779164515.559,0x300,8,02 7A 9E B6 81 E3 27 92,temp=42.00
1779164515.661,0x100,8,00 51 A6 62 31 D1 79 9D,speed=0.00
1779164515.744,0x200,8,80 64 B5 0F 81 85 D9 91,fuel=100.00
1779164515.841,0x300,8,02 FB CF 5B EF FA BD D4,temp=42.00
1779164515.943,0x100,8,00 4E 79 EA 02 AE 75 66,speed=0.00
1779164516.025,0x200,8,A1 64 0A 9C 2E 14 29 B4,fuel=100.00
1779164516.121,0x300,8,02 4D ED E2 38 67 D2 3B,temp=42.00
1779164516.220,0x100,8,00 3D 9B 54 C9 3F BF FA,speed=0.00
1779164516.306,0x200,8,F9 64 F2 2E 9E AE A5 DF,fuel=100.00
1779164516.402,0x300,8,02 53 4B 19 97 1A 65 79,temp=42.00
1779164516.497,0x100,8,00 21 E2 5D E2 A2 10 02,speed=0.00
1779164516.730,0x200,8,0B 64 75 62 F8 5A B2 7C,fuel=100.00
1779164516.802,0x300,8,02 D5 25 FB 2D 1B 1B 6A,temp=42.00
1779164516.910,0x100,8,00 98 AE FA 4B BE 51 F6,speed=0.00
1779164516.968,0x200,8,83 64 73 13 69 FF DA 92,fuel=100.00
1779164517.066,0x300,8,02 E3 4D B2 E0 E1 AB 6A,temp=42.00
1779164517.154,0x100,8,00 C5 4E 51 D8 5F 9F B7,speed=0.00
1779164517.279,0x200,8,BA 64 F0 D2 39 87 F7 99,fuel=100.00
1779164517.344,0x300,8,02 E8 85 DC A7 B8 D4 E6,temp=42.00
1779164517.443,0x100,8,00 E0 C5 67 D8 A7 53 9A,speed=0.00
1779164517.559,0x200,8,7D 64 89 A2 28 85 58 73,fuel=100.00
1779164517.636,0x300,8,02 75 87 7E 9D E0 DE FD,temp=42.00
1779164517.724,0x100,8,00 A8 82 22 25 D6 21 B1,speed=0.00
1779164517.815,0x200,8,C8 64 93 BB 75 1B 1A 6A,fuel=100.00
1779164517.908,0x300,8,02 0D 99 D7 02 71 B0 7A,temp=42.00
1779164518.010,0x100,8,00 6A 72 6D E2 05 E2 40,speed=0.00
1779164518.089,0x200,8,67 64 17 63 F4 F0 70 98,fuel=100.00
1779164518.187,0x300,8,02 FC 62 4A 6E D5 7D FB,temp=42.00
